kelly_proportion,stack
0.25,1000
0.6,990
0.35,1010
0.25,1000
0.5,990
0.05,1010
0.1,980
0.65,990
0.85,1030
0.55,1000
0.25,970
0.35,1030
0.75,1030
0.85,990
0.25,980
0.05,1000
0.2,990
0.1,1010
0.2,1000
0.2,990
0.3,1010
0.95,1000
0.95,990
0.35,1010
0.85,1030
0.95,990
0.2,980
0.3,1000
1.0,990
0.9,1010
0.05,1000
0.6,990
0.55,1010
0.05,1000
0.5,1020
0.1,980
0.1,1000
0.35,1020
0.3,980
0.45,1000
0.45,990
0.95,1010
0.9,1030
0.7,990
0.7,980
0.1,1000
0.3,1020
0.15,980
0.6,980
0.15,990
0.4,1030
1.0,1000
0.75,990
0.4,1010
0.7,1000
0.6,1020
0.75,980
0.65,1000
0.95,990
0.25,1010
0.45,1000
0.2,990
0.85,1010
0.9,1000
0.8,980
0.65,1020
0.8,1000
1.0,990
0.2,1010
0.85,1000
0.15,1020
0.95,980
0.95,980
0.95,1040
0.2,980
0.3,940
0.5,990
1.0,1070
0.75,1000
0.25,930
0.75,1070
1.0,1000
1.0,990
0.3,1010
0.35,980
0.6,990
0.6,1030
0.15,1000
0.45,990
0.55,1010
0.2,1000
0.5,990
0.5,1010
1.0,1000
0.7,990
0.5,1010
0.3,1000
0.7,990
0.45,1010
0.35,980
0.5,1080
0.5,940
0.25,980
0.1,990
0.65,1030
0.4,1000
0.95,990
0.05,1010
1.0,1030
0.1,990
0.1,980
0.95,1000
0.75,990
0.5,1010
0.45,1000
0.55,950
0.7,1050
0.9,1040
0.4,980
0.45,980
0.4,1030
1.0,990
0.9,980
0.7,1000
0.6,1020
0.05,980
0.65,1000
0.7,990
0.9,1010
0.1,1000
0.9,1020
0.1,980
0.35,1000
0.45,1020
0.85,980
1.0,1000
0.95,990
0.2,1010
0.85,1000
0.85,1020
0.75,980
0.8,1000
0.55,1020
0.1,980
1.0,1030
0.45,990
1.0,980
0.75,1030
0.5,990
0.65,980
0.35,1030
0.3,990
0.75,980
0.85,1030
0.05,990
0.1,980
0.65,880
0.75,990
0.6,1130
0.45,1000
0.3,990
0.45,1010
0.25,1000
0.95,1020
0.7,980
0.65,1000
1.0,990
0.15,1010
0.45,1000
0.8,1020
0.05,980
0.9,1030
0.05,990
0.2,980
0.75,1000
0.9,1020
0.1,980
1.0,1000
0.35,1020
0.3,980
0.9,980
0.65,1040
0.15,980
0.2,1000
0.5,990
0.4,1010
0.8,1000
0.55,990
1.0,1010
0.75,1030
0.15,990
0.05,980
1.0,980
0.3,990
0.8,1030
0.15,1000
0.45,1020
1.0,980
0.45,980
0.65,990
0.3,1030
0.9,1000
0.1,980
0.2,1020
0.85,1000
0.7,990
0.95,1010
0.35,1000
0.35,1020
1.0,980
0.2,1000
0.25,990
0.5,1010
0.75,1000
0.25,990
0.2,1010
0.15,1000
0.25,990
0.6,1010
0.6,1030
0.4,990
0.05,980
0.4,980
0.55,1040
0.15,980
0.55,1000
0.5,990
0.9,1010
0.8,1000
0.3,990
0.75,1010
0.15,1000
0.8,1020
0.75,980
0.35,980
0.1,990
0.75,1030
0.9,1000
0.6,1020
0.6,980
0.85,1000
0.6,990
0.45,1010
0.15,1000
0.65,950
0.65,1050
0.35,1000
0.1,980
0.75,1020
0.8,1000
0.35,1020
0.55,980
0.8,1030
0.45,990
1.0,980
0.35,1000
0.85,980
0.4,1020
0.95,980
0.2,990
0.1,1030
0.5,1000
0.75,1020
0.65,980
0.1,1000
0.25,990
0.4,1010
0.75,1030
0.1,990
0.5,980
0.85,1000
0.7,1020
0.25,980
0.4,1000
1.0,990
0.85,1010
0.15,1000
0.4,990
0.6,1010
0.4,1000
0.85,990
0.55,1010
0.6,1030
0.4,990
0.1,980
0.6,920
0.55,1100
0.7,980
0.15,1000
0.9,990
0.3,1010
0.8,1000
0.15,1020
0.45,980
0.2,1000
0.25,1020
0.95,980
0.9,1030
0.25,990
0.75,980
0.85,1050
0.65,970
0.7,980
0.1,1000
0.3,1020
0.35,980
0.55,1000
0.45,980
0.85,1020
0.2,1030
0.85,990
0.15,980
0.05,1000
0.1,990
0.45,1010
0.7,1030
0.5,990
0.6,980
0.6,1000
0.55,1020
0.2,980
0.85,1000
0.4,1020
0.65,980
0.35,1000
0.15,1020
0.65,980
0.9,1030
0.15,990
0.3,980
0.8,980
0.25,990
0.1,1030
0.65,1000
0.95,1020
0.2,980
0.9,1030
0.25,990
0.8,980
0.85,1000
0.2,990
1.0,1010
0.5,1030
0.1,990
0.9,980
1.0,1000
0.1,990
0.55,1010
0.7,960
1.0,990
0.85,1050
0.65,1050
0.55,990
0.75,960
0.1,1000
0.05,1020
0.95,980
0.25,1000
0.7,990
0.45,1010
0.05,1000
0.25,990
0.15,1010
0.3,1030
0.9,990
0.45,980
0.8,980
0.35,990
0.55,1030
0.6,1000
0.7,1020
0.65,980
0.2,1000
0.1,990
0.15,1010
0.8,1030
0.65,990
0.45,980
0.2,1000
0.45,990
1.0,1010
0.55,980
0.3,990
0.75,1030
0.8,1000
0.55,990
0.85,1010
0.4,1030
0.55,990
0.05,980
0.9,1000
0.15,990
0.5,1010
0.6,1000
0.6,1020
0.8,980
0.9,1000
0.2,1030
0.7,970
0.3,1000
0.8,990
0.25,1010
0.35,1000
0.45,990
0.4,1010
0.3,960
0.95,990
1.0,1050
0.55,1030
0.8,990
0.35,980
0.15,1000
0.6,990
0.95,1010
0.8,1000
0.25,1020
0.75,980
0.25,1000
0.65,990
0.05,1010
0.9,1000
0.15,980
0.2,1020
0.5,1000
0.8,1020
0.1,980
0.45,980
0.05,990
0.55,1030
0.3,970
0.85,1050
0.1,980
0.4,1000
0.4,990
0.95,1010
0.65,1030
0.3,990
0.1,980
0.9,980
0.7,980
0.95,1040
0.7,1000
0.65,990
0.6,1010
0.55,1030
0.8,990
0.15,980
0.3,1000
0.3,1020
0.5,980
0.75,1000
0.8,970
0.95,1030
0.95,1000
0.55,1020
0.3,980
0.05,1000
1.0,990
0.75,1010
0.7,940
0.85,1080
0.15,980
0.35,1000
0.55,990
0.4,1010
1.0,1030
0.2,990
0.5,980
0.7,980
0.2,990
0.25,1030
0.5,1000
0.7,1020
0.85,980
0.35,980
0.05,990
0.1,1030
0.45,980
0.7,990
0.2,1030
0.1,1000
0.15,1020
0.95,980
0.05,1000
0.2,1020
0.05,980
0.65,1030
0.45,990
0.8,980
0.25,980
0.6,1040
0.6,980
0.2,1000
0.65,990
0.75,1010
0.35,1000
0.5,990
0.2,1010
0.9,1000
0.05,1020
0.95,980
0.45,1000
0.7,990
0.85,1010
0.45,980
0.35,990
0.85,1030
0.85,1030
0.35,990
0.2,980
0.55,1000
0.35,1020
0.15,980
0.95,1000
0.15,990
0.2,1010
0.9,1000
0.15,1020
0.45,980
0.3,1000
0.1,980
0.55,1020
0.5,1000
0.05,990
0.8,1010
0.7,1000
0.6,1020
0.05,980
0.9,1000
0.05,990
0.35,1010
0.8,1030
0.3,990
0.15,980
0.4,1000
0.05,990
0.65,1010
0.7,1030
0.3,990
0.9,980
0.6,1000
0.4,1020
0.85,980
0.6,1030
1.0,990
0.45,980
0.65,1000
0.25,990
0.45,1010
0.5,1000
0.4,1020
0.05,980
0.15,980
0.95,990
0.45,1030
0.8,1030
0.9,990
0.35,980
0.8,1030
0.3,990
0.1,980
0.45,860
0.7,990
1.0,1150
0.2,1000
0.1,990
0.05,1010
0.55,980
0.85,980
0.95,1040
0.75,1000
0.2,990
0.6,1010
0.35,960
0.4,990
0.9,1050
0.85,1000
0.95,990
0.25,1010
0.3,1000
0.5,990
0.4,1010
0.15,1000
0.05,980
1.0,1020
0.9,1030
0.9,990
0.6,980
0.65,980
0.95,1040
0.1,980
0.35,1000
0.25,990
0.85,1010
0.7,1000
0.85,900
0.8,1100
0.55,1030
0.25,990
0.55,980
0.75,980
0.7,1160
0.8,860
0.75,1110
0.45,990
0.55,900
0.75,1030
0.45,990
0.05,980
0.95,1000
0.05,990
0.5,1010
0.15,1000
0.1,990
0.2,1010
0.75,1000
0.7,990
0.3,1010
0.95,1000
0.65,990
0.65,1010
0.8,1000
0.85,990
0.5,1010
0.75,1000
0.2,990
0.85,1010
0.25,1000
0.8,990
0.55,1010
0.35,1000
0.6,970
0.55,1030
0.8,980
0.25,990
0.9,1030
0.3,1000
0.75,1020
0.8,980
1.0,1000
0.5,930
0.7,1070
0.45,1000
0.35,990
0.5,1010
0.15,980
0.8,1040
0.2,980
0.8,1000
0.1,980
0.75,1020
0.6,980
0.25,990
0.85,1030
0.5,1000
0.5,1020
0.65,980
0.35,1000
0.9,1020
0.6,980
0.05,1000
0.9,990
0.65,1010
0.85,1000
0.7,1050
1.0,950
0.3,1000
0.6,1020
0.95,980
0.05,1000
0.75,990
0.05,1010
0.05,1000
0.9,990
0.5,1010
0.35,960
0.3,990
0.45,1050
0.65,1000
0.55,990
0.65,1010
0.3,1000
0.6,990
0.05,1010
0.85,1050
0.7,990
0.05,960
0.4,1000
0.6,1020
0.65,980
0.95,1000
0.25,1020
0.6,980
0.4,1000
0.1,1020
0.15,980
0.2,1000
0.85,1020
0.25,980
0.75,980
0.8,990
0.35,1030
0.9,1030
0.3,990
0.6,980
0.55,1030
0.45,990
0.1,980
0.45,960
0.25,990
0.3,1050
0.85,1170
0.85,990
0.6,840
1.0,1030
0.25,990
0.15,980
0.15,1000
0.95,1020
0.6,980
0.7,870
0.8,1150
0.65,980
0.3,1000
0.9,1020
0.35,980
0.8,1000
0.85,1020
0.5,980
0.35,1000
0.75,1020
0.1,980
0.2,1000
0.95,1020
0.5,980
0.4,1000
0.3,990
0.55,1010
0.3,1050
0.2,990
0.25,960
0.85,980
0.9,1040
0.1,980
0.45,1000
0.45,990
0.6,1010
0.4,960
0.25,990
0.2,1050
0.3,1000
1.0,990
0.25,1010
0.85,1000
0.95,1020
0.7,980
1.0,960
0.55,1060
0.55,980
0.7,1000
0.85,1020
0.15,980
0.15,1000
0.3,1020
0.15,980
0.15,1000
0.95,990
0.55,1010
0.6,1000
0.1,980
0.25,1020
0.35,1000
0.7,990
0.35,1010
0.3,1000
0.85,990
0.8,1010
0.6,980
0.6,990
0.8,1030
0.35,1000
1.0,1020
0.1,980
0.7,1030
0.6,990
0.5,980
0.25,1000
0.9,990
0.3,1010
0.8,1000
0.65,1020
0.95,980
0.15,980
0.75,1040
0.05,980
0.85,1000
0.6,1020
0.25,980
0.15,980
0.45,1040
0.4,980
0.85,1000
0.8,1020
0.65,980
0.1,980
0.45,980
0.35,1040
0.05,980
0.3,990
0.55,1030
0.05,1000
0.5,980
0.3,1020
0.35,1000
0.05,990
0.15,1010
0.3,1000
0.8,990
0.8,1010
0.4,1000
0.35,990
0.9,1010
0.3,1000
0.9,990
0.6,1010
1.0,1030
0.7,990
0.1,980
0.75,1000
0.7,990
0.7,1010
0.05,1000
0.45,1020
0.3,980
0.55,1000
0.45,1020
1.0,980
0.2,1000
0.55,1020
0.45,980
0.95,920
0.4,1100
0.15,980
0.7,1030
0.45,990
0.15,980
0.95,1000
0.6,990
0.1,1010
0.15,1000
0.6,990
0.7,1010
0.05,1000
0.5,990
0.1,1010
0.75,1060
0.2,980
0.8,960
0.8,1000
0.15,980
0.25,1020
1.0,1030
0.7,990
0.35,980
0.2,1000
0.55,990
0.05,1010
0.85,1030
0.25,990
0.95,980
0.65,1000
0.95,1020
0.6,980
0.35,980
0.2,990
0.5,1030
0.15,1000
0.4,980
0.4,1020
0.55,1030
0.3,990
0.5,980
0.4,1000
0.55,990
0.5,1010
0.7,1000
0.7,1020
0.15,980
0.75,840
0.9,1180
0.05,980
0.15,1000
0.1,990
0.35,1010
0.6,1000
0.75,990
0.6,1010
0.1,1000
0.85,1020
0.15,980
0.65,1030
0.25,990
0.35,980
0.95,1030
0.6,990
0.2,980
0.15,1000
0.9,990
0.35,1010
0.35,1030
0.95,990
0.85,980
0.7,960
0.6,1060
0.25,980
0.9,1000
0.1,990
0.8,1010
0.6,1030
0.45,990
0.3,980
1.0,1030
0.95,990
0.5,980
0.8,900
0.95,1120
0.2,980
0.3,1030
0.25,990
0.2,980
0.3,1000
0.5,930
0.65,1070
0.25,1000
0.15,1020
0.25,980
0.25,1000
0.4,990
0.4,1010
0.55,1000
0.7,980
0.55,1020
0.5,1000
0.75,1020
0.95,980
0.65,1000
0.55,990
0.7,1010
0.35,1000
0.2,990
0.45,1010
0.05,1000
0.45,890
0.5,1110
0.45,1000
0.75,990
0.25,1010
0.15,1000
0.9,990
0.4,1010
0.75,1000
0.95,1020
0.95,980
0.55,1000
0.6,990
0.3,1010
0.85,1000
0.5,970
0.55,1030
0.95,1000
0.4,990
0.35,1010
0.1,1000
1.0,1020
0.3,980
0.65,1000
0.05,990
0.85,1010
0.4,1050
0.8,990
1.0,960
0.85,1090
0.65,990
0.7,920
1.0,960
0.65,990
0.65,1050
0.5,1000
0.85,1020
0.35,980
0.8,910
0.6,1110
0.1,980
0.9,980
0.65,990
0.65,1030
0.65,1090
0.2,990
0.7,920
0.95,1000
0.7,1020
0.15,980
0.75,1030
0.7,990
0.95,980
0.85,1030
0.95,990
0.45,980
0.55,960
0.6,990
0.45,1050
0.4,1030
0.65,990
0.25,980
0.5,1000
0.8,1020
0.85,980
0.8,1000
0.85,990
0.55,1010
0.65,1000
0.95,1020
0.6,980
0.2,1000
0.9,980
0.4,1020
0.3,1000
0.1,990
0.55,1010
0.3,1000
0.3,1020
0.6,980
0.8,1000
0.15,1020
0.6,980
0.75,1000
0.05,970
0.9,1030
0.3,1000
0.4,990
0.05,1010
0.45,1000
0.05,990
0.7,1010
0.15,980
0.8,1040
0.05,980
0.2,1000
0.45,810
0.9,1190
0.95,1030
0.9,990
0.35,980
0.2,1000
0.25,990
0.15,1010
0.3,1000
0.6,1020
0.05,980
0.8,1000
0.75,1020
0.65,980
0.1,1000
0.2,880
0.95,1120
0.4,1000
0.5,990
0.45,1010
0.9,1000
0.4,1020
0.95,980
0.05,1000
0.5,990
0.05,1010
0.75,970
0.45,1050
0.6,980
0.95,1000
0.9,990
0.6,1010
0.1,1030
0.05,990
0.4,980
0.1,1000
0.95,990
0.85,1010
0.4,1050
0.7,970
0.6,980
0.5,1000
0.6,1020
0.55,980
0.25,1000
0.95,990
0.3,1010
0.25,1000
0.05,990
0.95,1010
0.7,1030
0.6,990
0.5,980
0.45,960
0.4,990
0.45,1050
0.6,1030
0.25,990
0.3,980
0.15,1000
0.75,1020
0.6,980
0.7,1000
0.9,1020
0.55,980
0.9,1030
0.15,990
0.55,980
1.0,1030
0.5,990
0.05,980
0.3,1000
1.0,990
0.4,1010
0.8,1000
0.55,990
0.95,1010
0.9,1000
0.6,1020
0.2,980
0.95,1000
0.75,990
0.05,1010
0.85,980
0.1,960
0.75,1060
0.9,980
1.0,1040
0.35,980
0.4,1000
0.8,1020
0.3,980
0.55,1000
0.7,990
0.6,1010
0.35,1000
0.15,980
0.3,1020
0.7,1030
0.55,990
0.45,980
0.45,1030
0.85,990
0.6,980
0.65,1030
0.4,990
0.7,980
0.05,1000
0.9,990
0.35,1010
0.8,1000
0.3,980
0.85,1020
0.85,940
0.75,990
0.95,1070
0.6,1030
0.4,990
0.2,980
0.15,1000
0.9,990
0.55,1010
0.5,1030
0.2,990
0.8,980
0.1,980
0.65,1040
0.6,980
0.9,1000
0.6,1020
0.05,980
0.2,1000
0.5,1020
0.25,980
0.85,1000
0.3,990
0.4,1010
0.15,980
0.1,990
0.55,1030
0.75,1030
0.65,990
0.4,980
1.0,1000
0.8,1020
0.15,980
0.6,1000
0.35,990
0.45,1010
0.55,1000
0.7,990
0.5,1010
0.35,980
0.05,990
0.9,1030
0.55,1000
0.35,1020
0.8,980
0.5,1000
0.8,1020
0.05,980
0.8,1030
0.65,990
0.4,980
0.65,1000
0.5,990
0.2,1010
0.55,980
0.05,990
1.0,1030
0.2,1000
0.8,990
0.65,1010
0.1,1000
0.4,990
1.0,1010
0.7,1000
0.95,1020
0.4,980
0.3,980
0.3,990
1.0,1030
0.25,980
0.65,990
0.75,1030
1.0,1030
0.6,990
0.4,980
1.0,1050
0.45,970
0.2,980
0.3,1000
0.2,980
0.7,1020
0.3,1000
0.1,990
0.3,1010
0.75,1000
0.95,1020
0.8,980
0.2,1000
0.6,930
0.85,1070
0.6,1130
0.55,990
0.7,880
0.85,980
0.25,990
0.25,1030
0.5,1030
1.0,990
0.8,980
0.7,1000
0.5,1020
0.35,980
0.65,1000
0.35,990
0.9,1010
0.3,1000
0.8,1020
0.25,980
0.3,1030
0.35,990
0.3,980
0.45,1030
0.15,990
0.2,980
1.0,1000
0.35,1020
0.25,980
0.5,1000
0.9,980
0.75,1020
0.3,1000
1.0,990
0.9,1010
0.35,1000
0.35,990
0.9,1010
0.5,1000
0.75,990
0.55,1010
0.9,1000
0.7,990
0.55,1010
0.2,1000
0.45,990
0.85,1010
0.3,1000
0.35,990
0.1,1010
0.7,1030
0.1,990
0.95,980
0.75,1030
0.4,990
0.55,980
0.3,1050
0.45,990
0.45,960
0.15,1000
0.95,990
0.2,1010
0.85,1000
0.95,1020
0.2,980
0.1,980
0.9,1040
0.25,980
0.8,1000
0.8,970
0.75,1030
0.1,1000
1.0,990
0.95,1010
0.65,1030
0.95,990
0.55,980
0.4,1000
0.05,990
0.15,1010
0.55,1000
0.75,990
0.45,1010
1.0,1000
0.55,980
0.75,1020
0.15,1000
0.05,990
0.95,1010
0.95,1110
0.9,990
0.65,900
1.0,1000
0.4,1020
1.0,980
0.45,1000
0.75,990
0.85,1010
0.85,1030
0.7,990
1.0,980
0.9,1030
0.9,990
0.4,980
0.6,1000
0.15,990
0.4,1010
0.75,1000
0.15,990
0.3,1010
0.5,960
0.15,990
0.55,1050
0.95,1030
0.1,990
0.15,980
0.05,1000
0.95,1020
0.15,980
1.0,1000
0.2,990
0.9,1010
0.5,1000
0.55,1020
0.25,980
0.65,1040
0.75,980
0.8,980
0.25,1000
0.65,1030
0.95,970
1.0,1050
0.75,970
0.45,980
0.8,1000
0.4,990
0.85,1010
1.0,1030
0.15,990
0.55,980
0.2,980
0.3,980
0.3,1040
0.25,1000
0.4,990
0.15,1010
0.3,1000
0.15,990
1.0,1010
0.4,1000
0.75,1020
0.4,980
0.2,1000
0.85,1020
0.25,980
0.25,1030
0.15,990
0.6,980
0.55,980
0.95,990
0.9,1030
0.1,1000
0.15,990
0.8,1010
0.75,1000
0.95,990
0.8,1010
0.6,1000
0.6,990
0.9,1010
0.3,1000
0.95,990
1.0,1010
0.1,1000
0.35,950
0.9,1050
0.55,1000
0.8,990
0.75,1010
1.0,980
0.95,990
0.35,1030
0.6,1000
0.75,990
0.95,1010
0.65,1000
0.95,990
0.6,1010
1.0,1000
0.4,990
0.7,1010
0.55,1000
0.9,990
0.35,1010
0.5,1000
0.6,990
0.45,1010
0.75,1000
0.9,990
0.95,1010
0.35,1000
0.45,1020
0.7,980
0.85,1030
1.0,990
0.8,980
0.75,1000
0.15,990
0.55,1010
0.75,1030
0.45,990
0.2,980
0.4,1000
0.2,990
0.15,1010
1.0,1000
0.45,990
1.0,1010
0.7,980
0.35,970
0.6,1050
0.05,1000
0.25,990
0.6,1010
0.85,1000
0.35,990
0.9,1010
0.15,1000
0.3,990
0.75,1010
0.65,1000
0.5,990
0.8,1010
0.25,1000
0.2,1020
0.5,980
0.25,1000
0.7,990
0.1,1010
0.55,1030
0.6,990
0.05,980
0.35,1005
0.5,990
1.0,1005
0.45,980
0.7,980
0.8,1040
0.6,1030
0.7,990
0.05,980
1.0,1000
0.45,1020
0.9,980
0.9,1000
0.95,990
0.95,1010
0.3,1000
0.5,990
0.9,1010
0.7,1030
0.45,990
0.2,980
0.5,1000
0.35,1020
0.3,980
1.0,1030
0.25,990
0.85,980
0.7,1030
0.8,990
0.2,980
0.8,980
0.05,990
1.0,1030
0.25,1000
0.45,1020
0.45,980
0.4,1030
0.7,990
0.45,980
0.55,1000
0.6,990
0.25,1010
0.75,1000
0.75,990
0.9,1010
0.35,980
0.75,990
0.1,1030
0.6,1000
0.65,1020
0.85,980
0.55,960
0.4,1060
0.3,980
0.4,1000
0.45,1020
0.1,980
0.15,1000
0.5,990
0.5,1010
0.35,1000
0.3,1020
0.7,980
1.0,1010
1.0,1010
0.5,980
0.1,980
0.05,980
0.15,1040
0.7,1000
0.3,1020
0.55,980
0.7,1000
0.95,1020
0.9,980
0.45,1000
0.75,990
0.45,1010
0.75,1000
0.6,1020
0.15,980
0.95,1000
0.3,1020
1.0,980
0.7,1000
0.2,990
0.05,1010
0.4,1000
0.65,950
0.6,1050
0.2,1000
0.5,990
0.5,1010
0.45,1030
0.3,990
0.25,980
0.9,1000
0.45,990
0.45,1010
0.55,1000
0.95,900
0.55,1100
0.95,980
0.2,970
0.6,1050
0.8,1000
0.2,990
0.35,1010
0.45,980
0.8,930
0.75,1090
0.85,1000
1.0,1020
1.0,980
0.2,1000
0.55,1020
1.0,980
0.95,1050
0.6,990
0.7,960
0.6,1000
0.65,990
0.25,1010
0.3,1030
0.05,990
0.25,980
0.05,1000
0.65,990
0.2,1010
0.3,1000
0.75,990
0.1,1010
0.15,1000
0.15,990
0.65,1010
0.55,1000
0.5,1020
0.8,980
0.2,980
0.65,990
0.55,1030
0.9,1000
0.2,980
0.35,1020
0.85,1000
0.8,990
0.25,1010
0.75,1000
0.9,990
0.2,1010
0.4,980
0.9,990
0.95,1030
0.6,1000
0.5,990
0.15,1010
0.95,1000
0.5,990
0.35,1010
0.8,1000
0.05,990
0.9,1010
0.25,980
0.45,1040
0.2,980
0.9,1000
0.2,1020
0.55,980
0.7,1030
0.9,990
1.0,980
0.45,1030
0.8,990
0.25,980
0.95,1030
0.35,990
0.95,980
0.15,980
0.95,990
0.45,1030
0.45,1000
0.3,990
0.85,1010
0.3,980
0.65,960
0.65,1060
0.05,1000
0.75,1020
0.5,980
0.45,1000
0.25,1020
0.7,980
0.7,940
0.9,1080
0.55,980
0.5,1000
0.8,990
0.3,1010
0.7,980
0.5,1050
0.3,970
1.0,1030
0.4,990
0.7,980
0.5,1000
0.4,990
0.15,1010
0.15,980
0.85,990
0.75,1030
0.2,1000
0.7,960
0.1,1040
0.2,1000
0.85,990
0.35,1010
0.75,1000
0.25,1020
0.15,980
0.95,980
0.65,990
0.9,1030
0.7,1000
0.8,990
0.2,1010
0.4,1000
0.35,990
0.95,1010
0.3,1000
0.95,990
0.2,1010
0.75,1000
0.7,990
0.8,1010
0.15,980
0.9,1040
0.2,980
0.45,1000
0.25,1020
0.85,980
0.2,1000
0.5,990
0.25,1010
0.6,1030
0.45,990
0.45,980
1.0,1000
0.35,1020
0.85,980
0.55,1000
0.55,990
0.2,1010
0.3,980
0.2,980
0.85,1040
0.4,1000
0.5,990
0.4,1010
0.85,1000
0.35,990
0.45,1010
0.7,1030
0.3,990
0.8,980
0.45,1000
0.35,990
0.4,1010
0.65,1000
0.45,990
0.9,1010
0.75,1000
0.45,1020
0.6,980
0.45,1000
0.65,990
0.3,1010
0.2,1000
0.85,1020
0.9,980
0.5,1000
0.7,990
0.2,1010
0.6,1000
0.85,1020
0.95,980
0.75,1000
0.65,990
0.95,1010
0.6,950
0.9,1070
0.45,980
0.5,1000
0.35,930
0.9,1070
0.8,1000
0.95,990
0.2,1010
1.0,1000
0.45,990
0.1,1010
0.5,1000
0.35,990
0.65,1010
0.35,1030
1.0,990
0.1,980
0.55,1000
0.15,990
0.75,1010
0.35,1005
0.85,990
0.35,1005
0.05,1000
1.0,990
0.15,1010
0.65,1000
0.45,930
0.75,1070
0.9,1000
0.95,1020
0.35,980
0.05,1000
0.75,1020
0.4,980
0.85,1000
0.95,990
0.6,1010
0.15,980
0.8,1040
0.1,980
0.4,1000
0.4,1020
0.65,980
0.2,1030
0.45,990
0.3,980
0.95,1030
0.7,990
0.55,980
0.65,1000
0.85,1070
1.0,930
0.9,1030
0.4,990
0.85,980
0.05,1000
0.3,990
0.9,1010
0.1,1000
0.1,1020
0.75,980
0.1,1000
0.3,990
0.95,1010
0.35,980
0.95,990
0.65,1030
0.25,1000
0.15,990
0.35,1010
1.0,1000
0.2,1020
0.1,980
0.75,980
0.95,1040
0.2,980
0.95,1030
0.55,990
1.0,980
0.4,1000
0.95,990
1.0,1010
0.8,1050
0.2,990
0.8,960
0.85,1000
1.0,1020
0.3,980
1.0,1000
0.5,990
0.95,1010
0.9,1030
0.1,990
0.25,980
0.3,980
0.7,990
0.7,1030
0.25,1000
1.0,1020
0.25,980
0.05,1000
0.45,990
0.85,1010
0.1,1000
0.45,990
0.7,1010
0.4,1000
0.7,990
0.1,1010
0.2,1000
0.95,990
0.5,1010
0.7,1030
0.6,990
0.8,980
0.65,1000
0.7,1020
0.75,980
0.8,1000
0.4,990
0.8,1010
0.7,1000
0.4,910
0.6,1090
0.4,1000
0.5,990
0.35,1010
0.05,1000
0.65,1020
0.55,980
0.85,1050
0.8,990
0.55,960
0.15,1000
0.35,1020
0.45,980
0.3,1030
0.75,990
0.95,980
0.65,1000
0.45,1020
0.3,980
0.7,1000
0.65,1020
0.55,980
0.55,980
0.8,1040
0.05,980
0.95,1030
0.9,990
0.15,980
0.05,1000
0.1,990
1.0,1010
0.7,980
0.55,990
0.3,1030
0.4,970
0.55,1050
0.65,980
0.65,940
0.4,990
0.9,1070
0.15,1000
0.4,990
0.1,1010
0.55,1070
0.45,990
0.75,940
0.65,1000
0.1,1020
0.05,980
0.4,1000
0.6,980
0.05,1020
0.75,1000
0.25,1020
0.15,980
0.35,1000
0.2,1020
0.4,980
0.85,1030
0.45,990
0.3,980
0.45,1000
0.45,1020
0.65,980
0.5,1000
0.3,1020
0.9,980
0.75,980
0.9,1040
0.3,980
0.85,1000
0.8,1030
0.35,970
0.35,1030
0.8,990
0.65,980
0.6,980
0.7,1040
0.2,980
0.25,1000
0.3,990
0.55,1010
0.3,1000
1.0,990
1.0,1010
0.7,1030
0.15,990
0.7,980
0.75,1000
0.35,990
0.95,1010
0.3,1030
0.55,990
0.65,980
0.55,1000
0.25,990
0.15,1010
0.8,860
0.45,990
1.0,1150
0.1,1000
1.0,990
0.35,1010
1.0,1000
0.05,980
0.6,1020
0.85,1000
0.05,990
0.25,1010
0.05,1000
0.9,990
0.1,1010
0.15,1000
0.8,990
0.3,1010
0.2,1000
0.8,990
0.2,1010
0.65,1000
0.1,990
0.9,1010
0.55,1030
0.45,990
0.25,980
0.8,1050
0.6,990
0.55,960
0.45,1030
0.75,990
0.8,980
0.25,1000
0.95,1020
0.7,980
0.05,1000
0.05,990
0.4,1010
0.25,980
1.0,990
0.2,1030
0.85,1030
0.05,990
0.55,980
0.95,1030
0.85,990
0.45,980
0.05,1000
0.75,990
0.15,1010
0.05,1000
0.8,990
0.3,1010
0.25,1030
0.65,990
0.85,980
0.2,1000
0.75,990
0.25,1010
0.9,1030
0.65,990
0.9,980
0.45,1000
0.5,990
1.0,1010
0.25,1000
0.45,1020
0.9,980
0.5,1030
0.6,990
0.05,980
0.4,1000
0.2,1020
0.45,980
0.05,1000
0.35,990
0.5,1010
0.35,1030
0.8,990
0.85,980
0.85,1000
0.75,990
0.85,1010
0.15,1000
0.6,990
0.65,1010
0.25,1000
0.05,990
0.9,1010
0.6,980
0.15,980
0.6,1040
0.8,1000
0.95,990
0.2,1010
0.8,1000
0.15,990
0.5,1010
0.25,1000
0.55,990
0.9,1010
0.55,1000
0.2,1020
0.55,980
0.65,1000
0.1,980
0.85,1020
0.5,1000
0.55,990
0.35,1010
0.3,1000
0.65,990
0.3,1010
0.2,980
0.45,1040
0.95,980
0.3,1000
0.3,1020
0.15,980
0.8,1005
0.9,990
0.05,1005
0.8,980
0.55,990
0.45,1030
0.6,1030
0.3,990
0.3,980
0.3,1000
0.35,1020
0.1,980
0.85,980
0.15,990
0.5,1030
